u	v	w
7077	7976	51	
4983	7977	5	
8707	7978	12	
121	7979	12	
2936	7980	3	
6902	7981	4	
905	7982	25	
5764	7983	1	
3135	7984	9	
1074	7985	12	
1049	7986	35	
1941	7987	3	
6127	7988	9	
9209	7989	6	
9651	7990	4	
5230	7991	14	
5021	7992	22	
4735	7993	16	
4808	7994	3	
9290	7995	9	
6725	7996	20	
9644	7997	19	
7933	7998	14	
5876	7999	13	
9568	8000	2	
2235	8001	34	
9282	8002	18	
143	8003	15	
2161	8004	42	
5221	8005	1	
5980	8006	12	
3439	8007	10	
841	8008	9	
5405	8009	10	
7950	8010	39	
4142	8011	4	
5435	8012	3	
3617	8013	26	
7075	8014	4	
1795	8015	13	
1444	8016	7	
2518	8017	32	
7296	8018	9	
8723	8019	7	
2708	8020	8	
8996	8021	19	
2939	8022	14	
2376	8023	2	
4179	8024	11	
2085	8025	7	
5388	8026	4	
5635	8027	14	
2279	8028	6	
5732	8029	10	
865	8030	9	
1180	8031	16	
187	8032	12	
4094	8033	8	
5195	8034	12	
5260	8035	2	
7760	8036	7	
9300	8037	21	
215	8038	8	
4334	8039	29	
8853	8040	4	
4920	8041	2	
220	8042	13	
1262	8043	28	
5037	8044	5	
1638	8045	30	
7856	8046	3	
1072	8047	7	
9268	8048	14	
400	8049	13	
1118	8050	8	
6901	8051	1	
6052	8052	4	
7424	8053	14	
9226	8054	5	
40	8055	8	
5797	8056	11	
1960	8057	3	
4176	8058	6	
1784	8059	24	
7778	8060	27	
4049	8061	13	
39	8062	18	
3302	8063	17	
7450	8064	8	
7844	8065	4	
6948	8066	20	
2053	8067	10	
8081	8068	14	
3900	8069	12	
6422	8070	11	
628	8071	3	
6843	8072	9	
3713	8073	14	
253	8074	10	
1795	8075	29	
2254	8076	20	
4835	8077	16	
6184	8078	12	
1022	8079	15	
8098	8080	8	
1879	8081	13	
7646	8082	10	
4451	8083	15	
6787	8084	8	
803	8085	6	
4950	8086	3	
8967	8087	12	
7415	8088	12	
7707	8089	18	
7602	8090	6	
8349	8091	11	
1556	8092	6	
2495	8093	11	
6067	8094	9	
6150	8095	4	
849	8096	20	
9186	8097	16	
3385	8098	9	
8102	8099	6	
415	8100	7	
7093	8101	15	
3096	8102	10	
81	8103	12	
3006	8104	17	
876	8105	2	
4776	8106	21	
4412	8107	7	
6088	8108	6	
7612	8109	5	
8196	8110	27	
9906	8111	12	
4619	8112	56	
5717	8113	8	
1769	8114	25	
7858	8115	19	
8054	8116	12	
2815	8117	11	
6665	8118	25	
6868	8119	7	
8960	8120	20	
675	8121	11	
1416	8122	1	
542	8123	21	
8606	8124	12	
279	8125	8	
2526	8126	11	
6318	8127	6	
4000	8128	2	
1072	8129	7	
2844	8130	15	
450	8131	27	
5984	8132	11	
6303	8133	10	
8202	8134	7	
552	8135	23	
6731	8136	3	
2517	8137	13	
3449	8138	15	
797	8139	2	
7113	8140	5	
4193	8141	16	
3970	8142	14	
4251	8143	12	
6204	8144	15	
6775	8145	22	
2638	8146	1	
5418	8147	2	
9320	8148	17	
3177	8149	2	
1177	8150	1	
5001	8151	10	
9940	8152	25	
1021	8153	18	
8893	8154	35	
3671	8155	8	
5999	8156	2	
5749	8157	7	
435	8158	3	
3163	8159	10	
114	8160	4	
7413	8161	1	
2305	8162	11	
548	8163	4	
2546	8164	17	
4123	8165	13	
9401	8166	3	
4099	8167	22	
2816	8168	11	
9464	8169	9	
8392	8170	3	
2910	8171	13	
7529	8172	3	
1534	8173	14	
5288	8174	3	
6768	8175	9	
7156	8176	8	
8232	8177	26	
3991	8178	1	
4345	8179	12	
9830	8180	17	
9721	8181	35	
8840	8182	10	
2337	8183	21	
6423	8184	11	
9615	8185	6	
7240	8186	19	
7416	8187	5	
5381	8188	15	
6833	8189	11	
3736	8190	3	
7105	8191	3	
7939	8192	10	
969	8193	12	
1905	8194	7	
3435	8195	7	
8143	8196	2	
9779	8197	9	
6375	8198	1	
1927	8199	15	
8097	8200	25	
4448	8201	3	
3317	8202	11	
7496	8203	7	
2047	8204	13	
9350	8205	4	
3964	8206	6	
1972	8207	14	
6949	8208	2	
5776	8209	10	
9970	8210	7	
6417	8211	7	
8027	8212	5	
6800	8213	1	
3456	8214	25	
5156	8215	25	
6747	8216	12	
1934	8217	3	
5729	8218	25	
81	8219	9	
7573	8220	2	
3083	8221	10	
5166	8222	6	
7550	8223	13	
5842	8224	6	
4679	8225	4	
6095	8226	6	
7424	8227	1	
4437	8228	18	
7593	8229	16	
3714	8230	12	
7161	8231	19	
2387	8232	8	
3625	8233	23	
5328	8234	8	
4742	8235	3	
803	8236	36	
8458	8237	12	
5141	8238	7	
7767	8239	9	
8883	8240	10	
2266	8241	7	
4076	8242	16	
4754	8243	11	
1860	8244	1	
6947	8245	15	
9825	8246	24	
8675	8247	8	
4386	8248	7	
4599	8249	8	
9934	8250	2	
5382	8251	11	
7978	8252	1	
4533	8253	7	
9900	8254	41	
3814	8255	13	
8169	8256	2	
8166	8257	16	
2460	8258	15	
4861	8259	10	
2240	8260	22	
8679	8261	13	
4493	8262	5	
9589	8263	33	
7447	8264	10	
76	8265	32	
7689	8266	13	
5065	8267	23	
7172	8268	13	
6145	8269	11	
534	8270	10	
2160	8271	11	
8916	8272	12	
3553	8273	39	
2075	8274	20	
7283	8275	8	
9656	8276	9	
8970	8277	23	
8455	8278	26	
2923	8279	15	
4303	8280	13	
3336	8281	3	
6096	8282	10	
4688	8283	19	
3145	8284	15	
6101	8285	8	
4663	8286	6	
4222	8287	16	
794	8288	21	
2336	8289	2	
7928	8290	3	
2149	8291	43	
4121	8292	6	
7436	8293	10	
4078	8294	3	
1420	8295	9	
4508	8296	37	
1287	8297	10	
3214	8298	12	
8595	8299	18	
5532	8300	7	
1651	8301	5	
5375	8302	15	
1506	8303	6	
3830	8304	12	
1884	8305	11	
5208	8306	12	
7508	8307	1	
8204	8308	5	
3542	8309	3	
5995	8310	13	
5531	8311	17	
3271	8312	3	
1283	8313	10	
8447	8314	4	
5979	8315	7	
9134	8316	10	
8933	8317	4	
5796	8318	12	
44	8319	12	
8936	8320	19	
1875	8321	18	
1484	8322	4	
767	8323	28	
9604	8324	2	
8652	8325	25	
1848	8326	1	
140	8327	10	
2922	8328	11	
1752	8329	6	
2333	8330	4	
4403	8331	2	
4111	8332	4	
5430	8333	15	
9123	8334	30	
2109	8335	52	
293	8336	5	
34	8337	17	
2824	8338	2	
3822	8339	2	
9295	8340	15	
9455	8341	20	
3343	8342	11	
9187	8343	10	
6036	8344	12	
3771	8345	17	
3581	8346	16	
9386	8347	11	
2908	8348	4	
3150	8349	13	
9070	8350	21	
105	8351	10	
588	8352	13	
50	8353	3	
3177	8354	1	
1325	8355	12	
5188	8356	19	
3311	8357	34	
8516	8358	9	
8666	8359	9	
7532	8360	13	
4616	8361	5	
721	8362	14	
2895	8363	6	
1929	8364	5	
1698	8365	1	
9984	8366	28	
432	8367	44	
2361	8368	4	
5760	8369	5	
225	8370	10	
4983	8371	13	
6627	8372	16	
3057	8373	20	
2861	8374	5	
1277	8375	2	
5154	8376	8	
7373	8377	6	
6981	8378	5	
1543	8379	8	
8054	8380	1	
5255	8381	3	
3529	8382	6	
2771	8383	13	
2204	8384	29	
6471	8385	7	
6542	8386	5	
1206	8387	2	
3091	8388	4	
7761	8389	20	
5707	8390	12	
4662	8391	13	
6035	8392	5	
5578	8393	20	
3531	8394	10	
5546	8395	5	
7529	8396	11	
6834	8397	18	
8800	8398	9	
3346	8399	28	
1669	8400	13	
9077	8401	19	
656	8402	3	
1775	8403	9	
3546	8404	8	
1313	8405	8	
3428	8406	15	
3243	8407	18	
7761	8408	19	
4029	8409	9	
8054	8410	3	
9587	8411	4	
9784	8412	21	
1085	8413	3	
897	8414	6	
6941	8415	24	
7612	8416	6	
5463	8417	13	
6548	8418	14	
2239	8419	10	
69	8420	1	
1089	8421	19	
229	8422	4	
9408	8423	7	
7019	8424	17	
4371	8425	17	
9316	8426	24	
2715	8427	3	
2709	8428	50	
1847	8429	13	
9507	8430	8	
5961	8431	13	
9954	8432	5	
4988	8433	7	
4629	8434	29	
945	8435	9	
5436	8436	7	
2564	8437	27	
9438	8438	5	
3990	8439	5	
9304	8440	8	
2243	8441	26	
8141	8442	28	
837	8443	1	
5313	8444	18	
1805	8445	12	
5559	8446	10	
6370	8447	4	
2374	8448	14	
5624	8449	8	
8618	8450	4	
4669	8451	5	
4396	8452	15	
9685	8453	13	
9131	8454	34	
266	8455	5	
4626	8456	1	
2705	8457	7	
1416	8458	11	
3116	8459	5	
6248	8460	12	
4079	8461	9	
9940	8462	5	
3329	8463	9	
3133	8464	20	
7018	8465	15	
7722	8466	25	
6206	8467	2	
9757	8468	43	
2656	8469	4	
5314	8470	9	
4289	8471	5	
9932	8472	6	
1460	8473	3	
6346	8474	13	
1382	8475	15	
7153	8476	1	
9488	8477	2	
8136	8478	16	
7611	8479	8	
1720	8480	13	
4490	8481	12	
4621	8482	20	
1016	8483	2	
5479	8484	19	
6481	8485	9	
8489	8486	26	
2881	8487	9	
1305	8488	11	
1111	8489	17	
2856	8490	6	
6639	8491	33	
7083	8492	19	
4979	8493	4	
4523	8494	21	
2203	8495	3	
7510	8496	8	
6189	8497	23	
1968	8498	7	
9853	8499	3	
156	8500	6	
8178	8501	4	
712	8502	8	
1646	8503	13	
3121	8504	9	
2198	8505	14	
5887	8506	11	
5979	8507	6	
7612	8508	4	
4065	8509	2	
2920	8510	12	
5895	8511	16	
3416	8512	4	
4057	8513	9	
4598	8514	6	
7371	8515	2	
9262	8516	5	
8956	8517	12	
8300	8518	7	
5868	8519	2	
4081	8520	10	
4203	8521	8	
1481	8522	4	
4612	8523	22	
5727	8524	21	
1893	8525	11	
7557	8526	6	
6209	8527	2	
1548	8528	10	
8470	8529	6	
8737	8530	21	
637	8531	11	
57	8532	5	
1913	8533	13	
4446	8534	8	
6490	8535	6	
7002	8536	4	
4141	8537	15	
7291	8538	4	
4209	8539	14	
1019	8540	19	
8684	8541	10	
4770	8542	10	
5371	8543	34	
8012	8544	18	
5013	8545	1	
931	8546	36	
4056	8547	10	
3663	8548	17	
6710	8549	7	
1694	8550	8	
9170	8551	4	
3711	8552	12	
8420	8553	12	
6169	8554	22	
1445	8555	17	
5792	8556	23	
4105	8557	17	
8145	8558	4	
4893	8559	8	
5868	8560	15	
144	8561	22	
4665	8562	9	
7307	8563	3	
7115	8564	22	
1053	8565	3	
8227	8566	10	
3970	8567	8	
7623	8568	31	
5836	8569	13	
5177	8570	33	
9465	8571	6	
9798	8572	8	
4589	8573	7	
6151	8574	20	
5811	8575	14	
4062	8576	40	
1672	8577	1	
6827	8578	16	
5707	8579	1	
4360	8580	9	
2648	8581	3	
6235	8582	21	
5822	8583	15	
4562	8584	13	
6487	8585	5	
1762	8586	5	
5460	8587	12	
1297	8588	1	
1739	8589	11	
1482	8590	3	
4383	8591	6	
8791	8592	9	
2062	8593	4	
4596	8594	9	
4945	8595	1	
8258	8596	25	
8048	8597	4	
2675	8598	60	
6945	8599	12	
1794	8600	19	
7393	8601	20	
719	8602	8	
8308	8603	1	
3503	8604	7	
7856	8605	7	
5317	8606	14	
3951	8607	14	
4975	8608	58	
7482	8609	22	
5386	8610	7	
4627	8611	9	
9976	8612	6	
9695	8613	39	
129	8614	7	
260	8615	10	
1437	8616	11	
2266	8617	4	
7555	8618	10	
2066	8619	11	
3700	8620	1	
3137	8621	11	
8053	8622	15	
9298	8623	2	
8541	8624	17	
3222	8625	4	
5807	8626	2	
2582	8627	22	
2074	8628	7	
7299	8629	39	
1298	8630	3	
8682	8631	17	
3372	8632	19	
3748	8633	33	
8403	8634	8	
407	8635	17	
5416	8636	7	
9383	8637	13	
4678	8638	11	
4346	8639	27	
9123	8640	10	
7724	8641	4	
7067	8642	26	
1941	8643	30	
7749	8644	6	
773	8645	7	
2374	8646	19	
405	8647	10	
3194	8648	9	
1483	8649	16	
5207	8650	14	
3589	8651	7	
8276	8652	1	
7734	8653	16	
1440	8654	5	
4357	8655	9	
8056	8656	21	
7370	8657	18	
5794	8658	2	
6085	8659	28	
5218	8660	5	
3897	8661	3	
3548	8662	16	
660	8663	20	
1906	8664	14	
8901	8665	39	
5841	8666	10	
7777	8667	9	
3367	8668	7	
602	8669	15	
5185	8670	12	
3848	8671	13	
305	8672	12	
6335	8673	14	
7430	8674	45	
8944	8675	13	
8660	8676	15	
1528	8677	23	
9625	8678	14	
6486	8679	3	
9120	8680	24	
788	8681	58	
5103	8682	9	
4192	8683	4	
8697	8684	17	
5994	8685	8	
6257	8686	32	
5458	8687	12	
8529	8688	3	
1912	8689	11	
8860	8690	10	
1007	8691	6	
2198	8692	15	
8459	8693	2	
6136	8694	11	
9988	8695	8	
8426	8696	8	
2851	8697	13	
3884	8698	23	
7353	8699	6	
8459	8700	13	
7437	8701	15	
3189	8702	34	
4676	8703	59	
8507	8704	1	
7483	8705	28	
5977	8706	19	
207	8707	4	
8354	8708	19	
5118	8709	11	
730	8710	4	
6582	8711	1	
8927	8712	10	
6580	8713	22	
3859	8714	32	
4735	8715	32	
7307	8716	8	
4493	8717	9	
3944	8718	18	
3091	8719	23	
2701	8720	12	
6642	8721	26	
6676	8722	12	
3023	8723	1	
1475	8724	10	
5040	8725	7	
2917	8726	24	
2951	8727	7	
4751	8728	28	
8069	8729	14	
8003	8730	12	
2098	8731	8	
8363	8732	6	
747	8733	22	
3540	8734	5	
1606	8735	13	
935	8736	38	
4791	8737	10	
8709	8738	9	
584	8739	14	
4471	8740	6	
8735	8741	24	
7980	8742	12	
2135	8743	1	
1206	8744	7	
101	8745	5	
3000	8746	10	
9476	8747	6	
122	8748	22	
5671	8749	10	
5460	8750	7	
2517	8751	18	
3367	8752	7	
2559	8753	28	
4907	8754	14	
9086	8755	4	
9715	8756	11	
4207	8757	9	
4403	8758	17	
6563	8759	23	
1980	8760	4	
7498	8761	23	
4676	8762	15	
6193	8763	13	
2370	8764	1	
5892	8765	10	
1680	8766	14	
3791	8767	8	
3449	8768	7	
1877	8769	22	
3374	8770	21	
885	8771	22	
9274	8772	21	
439	8773	2	
4858	8774	10	
9095	8775	12	
8756	8776	8	
4938	8777	6	
2806	8778	5	
4919	8779	8	
683	8780	1	
9313	8781	16	
1057	8782	25	
4163	8783	3	
380	8784	1	
6937	8785	10	
120	8786	14	
6898	8787	12	
3557	8788	18	
5763	8789	23	
6805	8790	20	
3119	8791	11	
391	8792	5	
9360	8793	2	
6497	8794	4	
8925	8795	12	
1792	8796	13	
4563	8797	7	
8721	8798	40	
3680	8799	20	
1641	8800	18	
48	8801	7	
6494	8802	9	
2677	8803	26	
4596	8804	5	
768	8805	18	
4978	8806	30	
4838	8807	9	
7340	8808	10	
1484	8809	9	
4893	8810	5	
9506	8811	16	
14	8812	12	
9195	8813	8	
9638	8814	19	
2890	8815	14	
7029	8816	15	
3158	8817	10	
9046	8818	17	
5324	8819	18	
7672	8820	25	
3924	8821	2	
7090	8822	45	
3241	8823	17	
192	8824	4	
7194	8825	17	
7425	8826	4	
8437	8827	3	
7970	8828	13	
1833	8829	7	
4012	8830	16	
7857	8831	8	
3875	8832	30	
3863	8833	3	
4767	8834	17	
33	8835	3	
5747	8836	24	
9629	8837	5	
4233	8838	6	
4519	8839	3	
8505	8840	3	
403	8841	18	
9833	8842	3	
9945	8843	6	
495	8844	27	
7555	8845	36	
936	8846	30	
2354	8847	16	
902	8848	10	
1597	8849	22	
6256	8850	4	
4857	8851	7	
2032	8852	11	
3016	8853	1	
3955	8854	5	
1927	8855	17	
390	8856	5	
9437	8857	16	
1376	8858	9	
5837	8859	5	
2966	8860	5	
8223	8861	22	
5096	8862	6	
9263	8863	6	
1745	8864	23	
4604	8865	2	
2614	8866	7	
7815	8867	1	
5859	8868	1	
1323	8869	18	
2557	8870	16	
2598	8871	25	
3098	8872	3	
9911	8873	16	
6623	8874	16	
6268	8875	9	
9660	8876	1	
585	8877	7	
2814	8878	1	
7845	8879	10	
7441	8880	22	
4578	8881	18	
145	8882	19	
3913	8883	17	
1423	8884	2	
5890	8885	17	
8373	8886	2	
9409	8887	16	
7444	8888	34	
1980	8889	1	
8826	8890	9	
6742	8891	1	
4583	8892	9	
7645	8893	16	
2374	8894	5	
8252	8895	6	
8390	8896	7	
4740	8897	5	
8279	8898	20	
2798	8899	1	
4509	8900	14	
806	8901	5	
1124	8902	16	
2850	8903	14	
5373	8904	4	
4612	8905	2	
2942	8906	4	
6358	8907	23	
6063	8908	11	
3537	8909	9	
3594	8910	22	
1126	8911	9	
6134	8912	33	
2043	8913	4	
8777	8914	11	
4020	8915	15	
7997	8916	7	
5747	8917	43	
4907	8918	26	
8391	8919	16	
7130	8920	24	
8276	8921	16	
1512	8922	8	
7007	8923	52	
938	8924	18	
3377	8925	19	
5054	8926	3	
4668	8927	6	
4098	8928	10	
1978	8929	2	
130	8930	11	
8960	8931	15	
2020	8932	5	
9736	8933	4	
8724	8934	2	
6914	8935	19	
9519	8936	13	
3670	8937	25	
6968	8938	9	
6298	8939	1	
618	8940	8	
6984	8941	8	
8452	8942	19	
7540	8943	7	
6194	8944	1	
5246	8945	24	
9930	8946	16	
2111	8947	3	
5284	8948	8	
1758	8949	17	
2375	8950	7	
2513	8951	24	
440	8952	1	
4381	8953	15	
2775	8954	29	
994	8955	14	
2057	8956	8	
8101	8957	5	
450	8958	20	
4531	8959	23	
7468	8960	14	
4781	8961	26	
1051	8962	2	
2582	8963	4	
9667	8964	8	
6075	8965	8	
7	8966	6	
4001	8967	12	
9836	8968	1	
3133	8969	22	
1409	8970	15	
8136	8971	9	
1060	8972	1	
6833	8973	6	
280	8974	12	
5235	8975	14	
6517	8976	2	
7729	8977	11	
6199	8978	25	
3617	8979	22	
7611	8980	17	
789	8981	23	
8291	8982	46	
6059	8983	32	
5943	8984	5	
4743	8985	28	
411	8986	12	
7432	8987	3	
9281	8988	17	
353	8989	14	
6163	8990	3	
6903	8991	10	
4028	8992	29	
6529	8993	46	
7429	8994	13	
453	8995	16	
423	8996	13	
4468	8997	11	
7632	8998	29	
4327	8999	17	
3310	9000	4	
2213	9001	15	
5625	9002	11	
9722	9003	24	
3356	9004	21	
5677	9005	13	
4415	9006	4	
3629	9007	10	
8329	9008	5	
9574	9009	12	
9368	9010	30	
9714	9011	13	
1784	9012	13	
2886	9013	15	
3437	9014	2	
3597	9015	16	
6492	9016	2	
3013	9017	25	
2451	9018	1	
9590	9019	12	
6200	9020	9	
4836	9021	4	
6065	9022	3	
2110	9023	51	
5325	9024	35	
7419	9025	9	
4008	9026	10	
4168	9027	13	
2825	9028	9	
9809	9029	9	
6070	9030	34	
8563	9031	51	
1829	9032	3	
544	9033	4	
4175	9034	6	
8776	9035	10	
1275	9036	25	
7109	9037	4	
4528	9038	2	
6084	9039	9	
1356	9040	18	
4919	9041	9	
48	9042	11	
8218	9043	6	
313	9044	9	
4987	9045	17	
7795	9046	22	
5455	9047	2	
1790	9048	15	
8801	9049	26	
1086	9050	10	
9148	9051	10	
6841	9052	3	
5935	9053	9	
5046	9054	10	
3236	9055	11	
4915	9056	6	
1034	9057	12	
1031	9058	23	
4372	9059	1	
8895	9060	6	
8732	9061	11	
3978	9062	18	
2406	9063	8	
5156	9064	4	
7822	9065	27	
1074	9066	26	
1898	9067	24	
1437	9068	11	
4992	9069	6	
5957	9070	4	
4998	9071	3	
6225	9072	1	
3838	9073	16	
4351	9074	3	
4384	9075	11	
1462	9076	5	
8677	9077	21	
9938	9078	17	
2350	9079	5	
4401	9080	2	
4916	9081	2	
1344	9082	2	
3363	9083	18	
2541	9084	16	
8094	9085	27	
9287	9086	12	
90	9087	9	
1487	9088	10	
292	9089	13	
6430	9090	1	
2894	9091	11	
6862	9092	7	
6264	9093	1	
4291	9094	6	
4582	9095	30	
4324	9096	5	
5043	9097	25	
4154	9098	11	
2165	9099	1	
9318	9100	11	
1210	9101	8	
9626	9102	15	
7689	9103	3	
7877	9104	16	
6784	9105	2	
9695	9106	15	
9416	9107	1	
725	9108	30	
531	9109	4	
2426	9110	6	
1728	9111	6	
1795	9112	2	
6470	9113	9	
2605	9114	9	
1932	9115	6	
2394	9116	36	
2871	9117	2	
9264	9118	14	
4855	9119	10	
4179	9120	20	
7950	9121	12	
2259	9122	6	
7770	9123	18	
2755	9124	7	
9967	9125	3	
723	9126	16	
996	9127	3	
6260	9128	18	
2846	9129	2	
9540	9130	21	
2443	9131	10	
8125	9132	7	
6713	9133	10	
8232	9134	11	
9263	9135	9	
8581	9136	22	
1351	9137	11	
8858	9138	1	
309	9139	6	
2477	9140	20	
9235	9141	1	
8316	9142	15	
8914	9143	22	
7210	9144	32	
428	9145	4	
4124	9146	17	
233	9147	25	
4133	9148	8	
504	9149	7	
5677	9150	26	
7934	9151	21	
2468	9152	27	
9377	9153	15	
4658	9154	1	
2622	9155	8	
9829	9156	7	
8070	9157	6	
3748	9158	23	
3283	9159	27	
767	9160	6	
9235	9161	4	
6965	9162	7	
4806	9163	14	
2625	9164	16	
3930	9165	21	
7145	9166	32	
9748	9167	2	
7357	9168	9	
7216	9169	3	
4707	9170	3	
4390	9171	31	
9687	9172	1	
8901	9173	9	
8574	9174	25	
7462	9175	12	
8805	9176	20	
7459	9177	23	
5280	9178	31	
7428	9179	21	
133	9180	2	
2791	9181	1	
8679	9182	8	
8939	9183	8	
7140	9184	9	
8443	9185	3	
6653	9186	9	
9293	9187	12	
9135	9188	1	
4212	9189	3	
1623	9190	14	
8356	9191	3	
2887	9192	7	
2578	9193	1	
1135	9194	4	
1705	9195	10	
1880	9196	2	
5901	9197	15	
102	9198	3	
9474	9199	21	
8381	9200	4	
6118	9201	14	
7176	9202	10	
8101	9203	31	
7495	9204	12	
6133	9205	8	
7184	9206	15	
7324	9207	18	
8473	9208	21	
640	9209	13	
7949	9210	14	
7155	9211	15	
2698	9212	14	
5850	9213	4	
134	9214	39	
6098	9215	1	
1176	9216	5	
4755	9217	1	
9963	9218	23	
6249	9219	12	
9328	9220	14	
4714	9221	21	
5482	9222	18	
1621	9223	2	
2960	9224	11	
6963	9225	7	
1957	9226	1	
6278	9227	3	
1262	9228	9	
8528	9229	14	
120	9230	26	
2741	9231	2	
6941	9232	16	
1933	9233	26	
3865	9234	7	
8235	9235	8	
2105	9236	13	
3992	9237	2	
18	9238	11	
3428	9239	12	
3855	9240	1	
46	9241	5	
5962	9242	9	
7784	9243	11	
5840	9244	7	
3753	9245	22	
252	9246	10	
0	9247	19	
744	9248	14	
3854	9249	8	
1885	9250	20	
1722	9251	35	
4554	9252	12	
7645	9253	57	
5137	9254	7	
7428	9255	4	
3207	9256	20	
9684	9257	36	
2570	9258	10	
7071	9259	12	
1878	9260	17	
5002	9261	8	
6576	9262	12	
3202	9263	15	
4025	9264	9	
8412	9265	24	
2095	9266	11	
5205	9267	20	
2956	9268	12	
4078	9269	6	
953	9270	29	
8573	9271	22	
4761	9272	9	
2244	9273	4	
1688	9274	36	
6292	9275	2	
85	9276	10	
4195	9277	32	
9589	9278	4	
1004	9279	20	
6723	9280	7	
4544	9281	12	
1798	9282	9	
6226	9283	24	
56	9284	13	
777	9285	43	
4741	9286	14	
6746	9287	13	
3755	9288	19	
6470	9289	11	
616	9290	17	
9602	9291	16	
5449	9292	24	
2432	9293	2	
7888	9294	9	
3584	9295	18	
706	9296	6	
2876	9297	29	
4470	9298	16	
1745	9299	32	
8990	9300	3	
4661	9301	78	
8780	9302	6	
5227	9303	13	
5754	9304	15	
3686	9305	14	
9382	9306	17	
4829	9307	9	
6386	9308	4	
8106	9309	18	
6002	9310	22	
5472	9311	1	
1376	9312	9	
9300	9313	12	
2125	9314	1	
2346	9315	23	
2967	9316	15	
7720	9317	1	
9539	9318	8	
4350	9319	4	
3829	9320	1	
7089	9321	18	
5413	9322	5	
9344	9323	3	
4045	9324	32	
3762	9325	1	
1721	9326	16	
6501	9327	53	
703	9328	24	
8977	9329	8	
8770	9330	18	
5209	9331	12	
4403	9332	14	
8475	9333	13	
4850	9334	15	
8155	9335	13	
2773	9336	1	
2200	9337	6	
4669	9338	15	
4249	9339	14	
4995	9340	36	
489	9341	14	
2548	9342	1	
1345	9343	4	
4751	9344	6	
1091	9345	9	
3874	9346	18	
6786	9347	1	
1334	9348	4	
4469	9349	20	
1002	9350	5	
3439	9351	21	
2953	9352	12	
5624	9353	7	
3989	9354	8	
1526	9355	35	
4423	9356	27	
2902	9357	10	
4709	9358	10	
5131	9359	16	
4528	9360	8	
7790	9361	14	
9630	9362	10	
5329	9363	7	
7954	9364	17	
9967	9365	9	
4083	9366	5	
1561	9367	24	
8191	9368	21	
2814	9369	9	
26	9370	12	
5815	9371	26	
891	9372	16	
5509	9373	3	
767	9374	22	
4051	9375	17	
1527	9376	7	
43	9377	9	
5786	9378	6	
3849	9379	14	
1793	9380	39	
3703	9381	5	
3720	9382	16	
1497	9383	14	
8658	9384	8	
8750	9385	7	
2176	9386	3	
5008	9387	2	
9501	9388	6	
6927	9389	1	
5889	9390	6	
2967	9391	9	
9686	9392	18	
6483	9393	3	
4864	9394	10	
9328	9395	25	
8889	9396	3	
1145	9397	28	
2708	9398	12	
3260	9399	18	
8462	9400	10	
1550	9401	8	
3625	9402	18	
5001	9403	4	
6133	9404	2	
3822	9405	11	
6422	9406	21	
680	9407	33	
6650	9408	3	
4386	9409	10	
8187	9410	13	
1248	9411	8	
8266	9412	11	
3999	9413	15	
3534	9414	5	
5072	9415	2	
8525	9416	2	
1667	9417	20	
7671	9418	28	
3657	9419	15	
4802	9420	12	
7792	9421	6	
790	9422	2	
6609	9423	5	
6367	9424	4	
2239	9425	25	
1473	9426	9	
310	9427	3	
1758	9428	9	
2836	9429	2	
6809	9430	1	
2710	9431	5	
6865	9432	8	
5278	9433	2	
3246	9434	20	
1177	9435	13	
3979	9436	18	
2181	9437	2	
4116	9438	6	
8469	9439	10	
7797	9440	41	
2673	9441	2	
7129	9442	33	
482	9443	26	
9195	9444	22	
9005	9445	7	
8895	9446	23	
8530	9447	17	
4978	9448	21	
9389	9449	16	
9842	9450	14	
4662	9451	29	
2126	9452	22	
2425	9453	10	
3038	9454	14	
2479	9455	20	
5203	9456	2	
9103	9457	38	
2678	9458	22	
4223	9459	11	
4178	9460	27	
746	9461	5	
6253	9462	26	
986	9463	7	
2828	9464	11	
8973	9465	7	
2813	9466	18	
9838	9467	14	
7164	9468	31	
9358	9469	4	
2010	9470	17	
6642	9471	6	
7399	9472	9	
2902	9473	27	
4248	9474	13	
6412	9475	23	
3971	9476	15	
7119	9477	15	
8614	9478	20	
7962	9479	13	
9916	9480	8	
3273	9481	25	
5535	9482	23	
750	9483	9	
3836	9484	15	
5935	9485	4	
7966	9486	18	
6201	9487	10	
1906	9488	9	
6952	9489	10	
6058	9490	9	
7590	9491	1	
3895	9492	19	
2030	9493	8	
1000	9494	3	
2537	9495	27	
1428	9496	18	
283	9497	23	
2845	9498	14	
9956	9499	14	
4241	9500	21	
2089	9501	3	
1278	9502	6	
8096	9503	31	
1200	9504	1	
2511	9505	11	
7026	9506	11	
3938	9507	8	
9373	9508	25	
2881	9509	9	
5764	9510	13	
5281	9511	11	
6779	9512	2	
1593	9513	4	
691	9514	10	
2969	9515	4	
4085	9516	38	
7313	9517	15	
5187	9518	22	
1243	9519	10	
3409	9520	20	
5411	9521	11	
8537	9522	12	
2644	9523	7	
8657	9524	7	
6239	9525	10	
5289	9526	33	
4649	9527	23	
1166	9528	9	
1393	9529	14	
3283	9530	14	
3845	9531	26	
4819	9532	8	
9795	9533	23	
6026	9534	5	
4035	9535	14	
5338	9536	17	
7892	9537	11	
2282	9538	10	
7620	9539	3	
7468	9540	17	
4828	9541	11	
9040	9542	17	
1578	9543	6	
7403	9544	23	
69	9545	18	
5043	9546	19	
