u	v	w
3404	3260	9	
4778	3261	12	
1296	3262	18	
8757	3263	17	
5665	3264	26	
7406	3265	6	
5686	3266	1	
2673	3267	3	
8580	3268	8	
3764	3269	2	
281	3270	7	
2546	3271	6	
8184	3272	18	
5624	3273	7	
6739	3274	1	
4263	3275	8	
1425	3276	9	
1404	3277	16	
3210	3278	11	
2614	3279	24	
3116	3280	19	
3826	3281	9	
3111	3282	3	
2596	3283	2	
9276	3284	17	
1999	3285	6	
9536	3286	9	
1880	3287	24	
268	3288	22	
2264	3289	3	
8433	3290	20	
3881	3291	12	
3651	3292	32	
3116	3293	12	
895	3294	6	
9394	3295	8	
1338	3296	1	
8762	3297	12	
8208	3298	33	
1987	3299	11	
8427	3300	6	
5429	3301	3	
416	3302	8	
4859	3303	12	
9329	3304	33	
6147	3305	12	
5170	3306	2	
8971	3307	16	
9551	3308	6	
4682	3309	3	
6635	3310	11	
3127	3311	6	
5396	3312	8	
9311	3313	6	
1233	3314	1	
680	3315	28	
3036	3316	20	
2110	3317	9	
5536	3318	14	
2519	3319	12	
144	3320	7	
604	3321	10	
2497	3322	9	
5374	3323	5	
8294	3324	20	
3332	3325	7	
8442	3326	31	
4941	3327	15	
2124	3328	41	
765	3329	5	
8943	3330	5	
5934	3331	10	
5337	3332	7	
6067	3333	9	
486	3334	12	
2596	3335	20	
9975	3336	5	
1879	3337	4	
5808	3338	5	
4733	3339	9	
8847	3340	2	
4618	3341	16	
5907	3342	17	
6506	3343	5	
3283	3344	10	
7983	3345	1	
2714	3346	1	
7	3347	17	
3976	3348	12	
3781	3349	13	
2855	3350	9	
6997	3351	12	
3138	3352	8	
798	3353	15	
676	3354	13	
3559	3355	38	
5564	3356	13	
327	3357	25	
9160	3358	3	
2093	3359	6	
6589	3360	31	
8339	3361	8	
198	3362	11	
7304	3363	10	
2107	3364	8	
8019	3365	21	
6172	3366	13	
2552	3367	14	
9536	3368	9	
3680	3369	12	
3508	3370	19	
7330	3371	15	
6289	3372	5	
5626	3373	24	
5786	3374	4	
5131	3375	24	
216	3376	13	
4382	3377	1	
5097	3378	29	
5308	3379	49	
8015	3380	14	
810	3381	10	
4261	3382	14	
8566	3383	6	
7164	3384	5	
7566	3385	17	
5847	3386	10	
8409	3387	7	
5155	3388	2	
6392	3389	1	
7546	3390	1	
5992	3391	25	
5035	3392	5	
2599	3393	18	
9282	3394	5	
9115	3395	11	
8344	3396	25	
7363	3397	23	
425	3398	7	
708	3399	5	
1389	3400	4	
4222	3401	1	
6753	3402	3	
1973	3403	17	
2739	3404	14	
5124	3405	21	
3730	3406	4	
5753	3407	18	
7522	3408	34	
2659	3409	16	
552	3410	10	
7671	3411	27	
2169	3412	8	
2706	3413	18	
3256	3414	7	
7710	3415	9	
4904	3416	17	
3704	3417	18	
421	3418	15	
532	3419	2	
2380	3420	51	
8003	3421	24	
5308	3422	16	
2583	3423	11	
903	3424	21	
632	3425	18	
9592	3426	17	
7328	3427	11	
2261	3428	1	
1080	3429	15	
7470	3430	43	
4564	3431	21	
1648	3432	23	
151	3433	10	
3617	3434	1	
1543	3435	12	
7905	3436	19	
2824	3437	5	
5438	3438	9	
8253	3439	16	
1847	3440	1	
9994	3441	5	
823	3442	12	
9988	3443	2	
3069	3444	6	
5927	3445	23	
9634	3446	16	
8564	3447	9	
1812	3448	12	
9156	3449	12	
1120	3450	1	
5839	3451	4	
5303	3452	5	
4535	3453	16	
4697	3454	9	
6790	3455	20	
3295	3456	17	
9568	3457	3	
8523	3458	20	
8619	3459	17	
9488	3460	4	
8720	3461	25	
2161	3462	5	
5579	3463	8	
5427	3464	1	
5529	3465	4	
5627	3466	21	
1803	3467	7	
9917	3468	30	
3492	3469	10	
2594	3470	1	
8899	3471	5	
3758	3472	10	
176	3473	3	
5066	3474	28	
7071	3475	7	
8602	3476	13	
5440	3477	14	
2175	3478	21	
8156	3479	15	
5506	3480	2	
5740	3481	50	
5147	3482	14	
5480	3483	21	
7764	3484	24	
5539	3485	15	
8892	3486	35	
8642	3487	13	
3850	3488	6	
2532	3489	10	
200	3490	8	
3502	3491	25	
3762	3492	9	
2832	3493	6	
7425	3494	2	
3708	3495	1	
3881	3496	2	
1335	3497	10	
8228	3498	16	
5991	3499	38	
9549	3500	37	
716	3501	1	
4246	3502	4	
2553	3503	11	
9217	3504	10	
9037	3505	6	
5635	3506	2	
5017	3507	5	
2343	3508	8	
7619	3509	13	
9829	3510	11	
5023	3511	9	
3208	3512	4	
6709	3513	14	
9612	3514	21	
442	3515	22	
1363	3516	14	
393	3517	14	
5126	3518	6	
3348	3519	11	
8710	3520	1	
6248	3521	13	
6804	3522	13	
3827	3523	24	
4875	3524	18	
5770	3525	10	
981	3526	18	
4661	3527	2	
9134	3528	3	
2900	3529	7	
691	3530	3	
7559	3531	11	
1965	3532	13	
4703	3533	2	
5596	3534	1	
8647	3535	10	
3460	3536	9	
7846	3537	1	
4323	3538	4	
2639	3539	13	
4184	3540	4	
2112	3541	31	
8727	3542	5	
868	3543	9	
152	3544	8	
1152	3545	10	
9841	3546	14	
6655	3547	4	
6783	3548	4	
7661	3549	9	
1790	3550	8	
1527	3551	5	
7221	3552	8	
1097	3553	19	
6827	3554	2	
8882	3555	46	
2072	3556	25	
4595	3557	13	
2401	3558	2	
6536	3559	23	
5580	3560	9	
2328	3561	18	
5089	3562	23	
6117	3563	2	
8826	3564	7	
7750	3565	10	
7411	3566	1	
6430	3567	16	
7766	3568	4	
4098	3569	16	
2383	3570	31	
586	3571	5	
6127	3572	14	
2392	3573	6	
7082	3574	11	
5899	3575	13	
3177	3576	29	
7722	3577	1	
9286	3578	1	
3796	3579	15	
4529	3580	7	
5253	3581	15	
76	3582	6	
5677	3583	31	
8518	3584	15	
2488	3585	14	
8648	3586	3	
6497	3587	4	
6473	3588	4	
6725	3589	2	
4206	3590	10	
3400	3591	8	
8625	3592	15	
9425	3593	25	
3746	3594	17	
6216	3595	21	
1665	3596	26	
3664	3597	6	
8732	3598	3	
5702	3599	13	
7382	3600	18	
3129	3601	1	
3503	3602	4	
928	3603	12	
665	3604	61	
8262	3605	7	
9438	3606	18	
9896	3607	7	
4042	3608	11	
350	3609	21	
6384	3610	4	
3142	3611	31	
4972	3612	5	
7641	3613	5	
1191	3614	10	
4304	3615	12	
81	3616	23	
5114	3617	3	
9645	3618	8	
363	3619	3	
9325	3620	9	
5585	3621	1	
715	3622	12	
9415	3623	6	
9774	3624	15	
8158	3625	13	
3614	3626	12	
4708	3627	17	
3462	3628	6	
9069	3629	2	
8707	3630	11	
8460	3631	9	
5982	3632	7	
5908	3633	2	
6997	3634	14	
280	3635	2	
9993	3636	1	
8463	3637	6	
6719	3638	1	
9547	3639	2	
5736	3640	9	
441	3641	8	
4042	3642	9	
337	3643	16	
6512	3644	32	
6542	3645	20	
4926	3646	4	
8495	3647	8	
4052	3648	3	
4580	3649	3	
1132	3650	19	
9667	3651	22	
9115	3652	13	
8347	3653	15	
2223	3654	60	
34	3655	31	
5875	3656	16	
8587	3657	4	
7027	3658	20	
2387	3659	22	
2193	3660	7	
3488	3661	10	
4538	3662	8	
8282	3663	7	
9872	3664	2	
5922	3665	12	
9847	3666	2	
8019	3667	2	
376	3668	8	
1347	3669	4	
9539	3670	21	
9089	3671	5	
4843	3672	6	
2895	3673	5	
4469	3674	10	
1763	3675	24	
5579	3676	5	
312	3677	6	
4393	3678	13	
560	3679	4	
3062	3680	13	
9403	3681	12	
4034	3682	11	
7748	3683	18	
9813	3684	22	
7126	3685	7	
1468	3686	16	
9136	3687	26	
1123	3688	3	
5456	3689	3	
4008	3690	3	
5360	3691	16	
8953	3692	23	
2540	3693	16	
8016	3694	10	
7031	3695	17	
5643	3696	29	
4008	3697	14	
3529	3698	4	
6259	3699	2	
6248	3700	8	
8840	3701	13	
67	3702	10	
4262	3703	9	
8220	3704	14	
2425	3705	28	
6481	3706	5	
8026	3707	30	
5313	3708	18	
7289	3709	19	
5883	3710	6	
8427	3711	14	
3988	3712	5	
9092	3713	4	
800	3714	6	
6626	3715	1	
1148	3716	10	
2635	3717	15	
1570	3718	14	
4691	3719	5	
7632	3720	6	
4276	3721	9	
9981	3722	17	
3702	3723	30	
4810	3724	22	
3030	3725	34	
7396	3726	1	
3335	3727	21	
2640	3728	5	
112	3729	2	
2639	3730	4	
1069	3731	21	
9942	3732	18	
2457	3733	5	
4004	3734	7	
9423	3735	10	
3038	3736	11	
3641	3737	4	
2103	3738	27	
8016	3739	17	
7559	3740	2	
747	3741	12	
9629	3742	18	
1302	3743	8	
8033	3744	13	
2180	3745	8	
8529	3746	3	
6313	3747	22	
3128	3748	16	
4891	3749	5	
4741	3750	25	
2742	3751	6	
5083	3752	10	
8209	3753	17	
1985	3754	45	
7434	3755	21	
3736	3756	4	
6553	3757	3	
5918	3758	13	
9414	3759	5	
7974	3760	15	
6262	3761	12	
1609	3762	10	
9151	3763	14	
5557	3764	11	
4991	3765	7	
3399	3766	9	
5704	3767	17	
1726	3768	3	
8143	3769	23	
2891	3770	3	
7771	3771	4	
1481	3772	9	
6843	3773	6	
8903	3774	12	
9685	3775	7	
9173	3776	25	
2455	3777	19	
4385	3778	11	
516	3779	2	
852	3780	10	
9920	3781	2	
2544	3782	16	
9686	3783	26	
8916	3784	20	
5	3785	19	
1251	3786	13	
7935	3787	11	
7635	3788	13	
9117	3789	32	
5398	3790	31	
290	3791	10	
973	3792	12	
3779	3793	8	
1853	3794	2	
2011	3795	10	
2949	3796	4	
2357	3797	5	
9415	3798	2	
6955	3799	10	
899	3800	13	
8513	3801	2	
9133	3802	2	
7284	3803	14	
1231	3804	86	
822	3805	2	
2987	3806	20	
6115	3807	15	
1220	3808	15	
6914	3809	1	
9148	3810	4	
9213	3811	12	
6082	3812	8	
282	3813	13	
8585	3814	7	
5979	3815	17	
6083	3816	36	
57	3817	2	
9228	3818	19	
6147	3819	9	
4681	3820	20	
4009	3821	42	
1913	3822	9	
8641	3823	20	
6522	3824	10	
7921	3825	23	
7882	3826	29	
9514	3827	17	
3342	3828	38	
9086	3829	5	
2039	3830	2	
6243	3831	50	
2403	3832	19	
6097	3833	20	
7460	3834	3	
580	3835	10	
6713	3836	4	
669	3837	3	
8905	3838	5	
6150	3839	4	
1703	3840	25	
3653	3841	5	
6520	3842	8	
3947	3843	34	
7511	3844	7	
6187	3845	9	
4980	3846	11	
4796	3847	33	
7050	3848	2	
6398	3849	7	
3164	3850	9	
8921	3851	16	
3894	3852	22	
2889	3853	2	
2626	3854	15	
3117	3855	17	
9255	3856	24	
7805	3857	14	
3489	3858	4	
9217	3859	12	
8559	3860	10	
5697	3861	27	
8180	3862	9	
5443	3863	26	
9185	3864	5	
2035	3865	3	
6153	3866	8	
9448	3867	23	
1116	3868	18	
969	3869	8	
392	3870	9	
8651	3871	15	
449	3872	20	
7003	3873	10	
1772	3874	15	
5115	3875	7	
9398	3876	12	
2126	3877	3	
391	3878	23	
6862	3879	9	
2763	3880	32	
261	3881	7	
5647	3882	16	
3129	3883	15	
1402	3884	7	
2395	3885	13	
248	3886	8	
1648	3887	4	
1651	3888	11	
931	3889	6	
2420	3890	17	
5606	3891	2	
9557	3892	3	
123	3893	4	
3815	3894	14	
1142	3895	29	
8802	3896	10	
6184	3897	8	
3781	3898	9	
5545	3899	5	
1497	3900	4	
7961	3901	35	
8953	3902	15	
50	3903	1	
533	3904	7	
8078	3905	19	
1772	3906	24	
8661	3907	2	
3200	3908	6	
1555	3909	9	
7161	3910	21	
9632	3911	20	
9673	3912	3	
1413	3913	18	
4510	3914	14	
2643	3915	2	
344	3916	1	
4064	3917	15	
6123	3918	42	
9414	3919	14	
1322	3920	1	
8522	3921	31	
891	3922	4	
1206	3923	24	
9176	3924	11	
4638	3925	40	
3124	3926	1	
7191	3927	3	
2016	3928	56	
6893	3929	15	
7702	3930	4	
1977	3931	13	
7147	3932	12	
9732	3933	11	
5104	3934	9	
8796	3935	6	
8658	3936	16	
6395	3937	5	
4163	3938	4	
3629	3939	32	
6609	3940	14	
9997	3941	6	
1852	3942	10	
6246	3943	20	
9660	3944	4	
3504	3945	7	
8780	3946	8	
5135	3947	12	
9506	3948	9	
2036	3949	1	
81	3950	3	
8840	3951	13	
7974	3952	9	
7618	3953	21	
4959	3954	31	
6570	3955	10	
1206	3956	18	
9018	3957	3	
4406	3958	8	
3122	3959	12	
3425	3960	26	
4675	3961	14	
8019	3962	1	
7301	3963	24	
7175	3964	3	
2956	3965	9	
6823	3966	14	
611	3967	12	
1664	3968	18	
6349	3969	7	
6442	3970	12	
1792	3971	5	
6069	3972	2	
2505	3973	7	
3333	3974	40	
7143	3975	13	
8462	3976	5	
3316	3977	30	
4682	3978	3	
2823	3979	4	
3941	3980	8	
1216	3981	24	
6108	3982	31	
499	3983	5	
4408	3984	9	
1284	3985	8	
8307	3986	4	
9075	3987	11	
9477	3988	8	
1544	3989	5	
4303	3990	14	
394	3991	13	
2350	3992	14	
1627	3993	16	
8972	3994	13	
9912	3995	10	
7386	3996	2	
9037	3997	11	
3299	3998	24	
4405	3999	8	
575	4000	9	
966	4001	4	
8102	4002	45	
5665	4003	20	
2523	4004	5	
2087	4005	7	
7101	4006	5	
9633	4007	2	
1548	4008	10	
5187	4009	3	
636	4010	21	
2317	4011	6	
3578	4012	16	
3926	4013	11	
2412	4014	22	
7885	4015	9	
5966	4016	17	
9239	4017	24	
5787	4018	7	
8633	4019	16	
3947	4020	13	
1368	4021	4	
4298	4022	5	
7408	4023	28	
2473	4024	1	
6034	4025	8	
9972	4026	11	
2578	4027	2	
5692	4028	13	
7616	4029	1	
4219	4030	14	
5613	4031	3	
3511	4032	8	
5882	4033	23	
3937	4034	10	
2994	4035	4	
9731	4036	1	
2816	4037	15	
1374	4038	18	
8219	4039	7	
4469	4040	14	
8268	4041	27	
1065	4042	1	
7289	4043	7	
4832	4044	10	
8906	4045	12	
9700	4046	2	
3649	4047	4	
2375	4048	12	
9312	4049	11	
649	4050	9	
7447	4051	7	
8723	4052	6	
9313	4053	12	
1251	4054	9	
7242	4055	8	
5440	4056	6	
1031	4057	4	
483	4058	12	
4707	4059	10	
5401	4060	19	
7528	4061	2	
1641	4062	10	
3110	4063	7	
4713	4064	7	
5718	4065	4	
4695	4066	3	
6729	4067	8	
4905	4068	32	
8878	4069	10	
920	4070	17	
8120	4071	21	
2718	4072	11	
6094	4073	7	
5832	4074	1	
1485	4075	6	
7665	4076	16	
201	4077	11	
7383	4078	2	
8315	4079	4	
5198	4080	15	
5565	4081	10	
5090	4082	34	
1086	4083	12	
9781	4084	4	
9706	4085	2	
9701	4086	2	
4132	4087	21	
9527	4088	21	
751	4089	8	
7549	4090	6	
2579	4091	9	
8224	4092	9	
3403	4093	18	
9343	4094	9	
3805	4095	4	
1881	4096	12	
6813	4097	12	
7983	4098	8	
4130	4099	16	
4491	4100	14	
8963	4101	22	
5026	4102	8	
41	4103	15	
9100	4104	13	
409	4105	19	
2227	4106	10	
179	4107	39	
379	4108	21	
2578	4109	3	
4676	4110	12	
3999	4111	6	
5771	4112	2	
2390	4113	4	
1840	4114	5	
2648	4115	6	
2872	4116	1	
1911	4117	29	
183	4118	8	
2695	4119	25	
6414	4120	9	
3114	4121	12	
4958	4122	17	
1326	4123	8	
2076	4124	9	
7260	4125	25	
6272	4126	10	
3220	4127	14	
1805	4128	3	
2307	4129	2	
3955	4130	17	
9325	4131	12	
6650	4132	8	
4022	4133	3	
8585	4134	9	
8652	4135	12	
2030	4136	5	
3810	4137	18	
5293	4138	1	
1236	4139	7	
5280	4140	15	
9662	4141	1	
104	4142	4	
1556	4143	40	
8306	4144	13	
5335	4145	29	
6688	4146	24	
6252	4147	15	
2769	4148	1	
8388	4149	24	
928	4150	3	
4364	4151	14	
6130	4152	1	
2863	4153	2	
7325	4154	5	
9658	4155	19	
6904	4156	2	
4219	4157	26	
4215	4158	17	
9481	4159	10	
6712	4160	4	
5847	4161	9	
4583	4162	15	
9094	4163	8	
1791	4164	6	
6593	4165	20	
7131	4166	8	
7038	4167	5	
8544	4168	25	
8509	4169	15	
9724	4170	41	
4045	4171	15	
4736	4172	3	
3194	4173	13	
3833	4174	28	
1946	4175	6	
8704	4176	9	
2007	4177	9	
2329	4178	5	
7880	4179	16	
5382	4180	7	
8551	4181	5	
9797	4182	6	
7045	4183	30	
9096	4184	14	
5547	4185	10	
3599	4186	21	
7902	4187	35	
8	4188	1	
3858	4189	7	
6582	4190	12	
8219	4191	4	
2209	4192	18	
9089	4193	10	
4522	4194	5	
2314	4195	16	
1777	4196	16	
6328	4197	81	
8076	4198	17	
2250	4199	19	
1300	4200	4	
3346	4201	1	
9731	4202	6	
2282	4203	8	
5453	4204	18	
7344	4205	36	
6825	4206	11	
7954	4207	9	
1640	4208	11	
3506	4209	6	
7977	4210	13	
9478	4211	11	
8986	4212	14	
6499	4213	4	
8521	4214	7	
2779	4215	8	
5970	4216	31	
7632	4217	21	
9183	4218	7	
2609	4219	19	
5213	4220	14	
6570	4221	5	
202	4222	12	
8097	4223	13	
5460	4224	28	
3952	4225	11	
307	4226	9	
5126	4227	11	
395	4228	10	
6276	4229	1	
4179	4230	23	
1236	4231	15	
8414	4232	13	
4755	4233	4	
6769	4234	38	
5546	4235	2	
8769	4236	4	
5611	4237	14	
2366	4238	1	
6835	4239	16	
591	4240	8	
123	4241	16	
2167	4242	10	
5026	4243	2	
4229	4244	26	
8006	4245	9	
4902	4246	11	
9325	4247	12	
7365	4248	2	
3367	4249	17	
2080	4250	14	
3834	4251	2	
8439	4252	30	
6082	4253	2	
9454	4254	5	
4241	4255	7	
3470	4256	3	
552	4257	8	
4742	4258	1	
9546	4259	7	
7034	4260	7	
3795	4261	2	
1233	4262	9	
5037	4263	9	
7750	4264	2	
2946	4265	21	
975	4266	36	
6043	4267	12	
7716	4268	16	
4271	4269	3	
7101	4270	30	
1548	4271	14	
1157	4272	19	
6398	4273	6	
7096	4274	23	
8731	4275	11	
2114	4276	14	
5193	4277	12	
441	4278	15	
7748	4279	10	
3848	4280	1	
2694	4281	23	
8784	4282	8	
4579	4283	4	
2936	4284	10	
5491	4285	14	
1731	4286	13	
4794	4287	1	
6518	4288	8	
5552	4289	11	
4175	4290	18	
872	4291	12	
7707	4292	22	
7710	4293	31	
505	4294	14	
1838	4295	18	
9202	4296	7	
4848	4297	6	
8099	4298	12	
9304	4299	12	
1278	4300	39	
3531	4301	19	
4888	4302	24	
4181	4303	4	
7598	4304	14	
3916	4305	7	
9490	4306	11	
1585	4307	32	
6340	4308	16	
6968	4309	2	
5211	4310	8	
1462	4311	40	
8319	4312	11	
6748	4313	12	
5545	4314	14	
9995	4315	24	
1486	4316	19	
1147	4317	2	
4163	4318	8	
4235	4319	37	
5414	4320	1	
2201	4321	9	
5204	4322	6	
8173	4323	3	
776	4324	10	
2197	4325	9	
1942	4326	3	
4106	4327	6	
3791	4328	9	
2042	4329	5	
6598	4330	13	
2179	4331	21	
6534	4332	20	
7260	4333	19	
1649	4334	7	
2249	4335	19	
8286	4336	15	
8382	4337	5	
478	4338	8	
1291	4339	21	
1582	4340	28	
9250	4341	14	
2030	4342	25	
4212	4343	14	
2820	4344	11	
2889	4345	9	
981	4346	1	
1309	4347	14	
5928	4348	3	
8858	4349	6	
1449	4350	20	
3815	4351	13	
7136	4352	14	
7322	4353	12	
4032	4354	2	
6496	4355	4	
2056	4356	55	
9937	4357	7	
939	4358	47	
7420	4359	25	
6095	4360	6	
1326	4361	20	
7836	4362	14	
6090	4363	3	
4172	4364	7	
4055	4365	3	
7418	4366	2	
3885	4367	17	
3297	4368	4	
7261	4369	14	
4473	4370	5	
709	4371	6	
1990	4372	11	
872	4373	3	
5530	4374	2	
944	4375	18	
5914	4376	6	
1721	4377	2	
9588	4378	9	
9668	4379	30	
7106	4380	1	
6174	4381	2	
5456	4382	12	
3189	4383	1	
5417	4384	4	
7292	4385	12	
4504	4386	8	
5438	4387	25	
1439	4388	33	
4146	4389	32	
1904	4390	13	
145	4391	9	
4399	4392	5	
3167	4393	29	
2071	4394	17	
1366	4395	5	
6277	4396	23	
9105	4397	1	
8977	4398	42	
2054	4399	10	
7025	4400	1	
5822	4401	1	
6578	4402	11	
6710	4403	3	
8545	4404	7	
4667	4405	5	
7600	4406	6	
7616	4407	2	
1917	4408	8	
9547	4409	7	
6646	4410	3	
3762	4411	20	
7592	4412	4	
4183	4413	40	
2004	4414	17	
9835	4415	8	
7006	4416	10	
1010	4417	23	
6141	4418	15	
7271	4419	13	
3936	4420	7	
20	4421	18	
5552	4422	15	
8928	4423	10	
2403	4424	27	
7047	4425	10	
9917	4426	14	
2871	4427	6	
7522	4428	15	
565	4429	11	
9391	4430	29	
8947	4431	12	
9002	4432	21	
3747	4433	8	
9009	4434	13	
3065	4435	4	
7444	4436	7	
3872	4437	12	
2036	4438	16	
8574	4439	11	
5550	4440	19	
2588	4441	6	
835	4442	15	
4496	4443	19	
5313	4444	15	
9883	4445	28	
8132	4446	3	
4711	4447	18	
4044	4448	4	
9022	4449	6	
3516	4450	9	
6963	4451	7	
7570	4452	3	
7808	4453	18	
6986	4454	16	
7105	4455	27	
2994	4456	4	
9202	4457	4	
3619	4458	5	
6153	4459	16	
416	4460	2	
5514	4461	5	
5027	4462	8	
838	4463	63	
1014	4464	51	
960	4465	57	
5826	4466	7	
5438	4467	1	
6909	4468	21	
8455	4469	5	
4869	4470	15	
5237	4471	3	
2847	4472	18	
1552	4473	4	
4312	4474	5	
399	4475	11	
1656	4476	10	
182	4477	15	
3703	4478	1	
6246	4479	10	
1017	4480	3	
9437	4481	12	
6893	4482	5	
6031	4483	18	
1901	4484	25	
2455	4485	3	
2081	4486	5	
6284	4487	38	
7602	4488	22	
3494	4489	10	
3426	4490	14	
8462	4491	16	
1480	4492	33	
4827	4493	8	
3179	4494	18	
7206	4495	5	
1968	4496	18	
2154	4497	28	
5073	4498	17	
6091	4499	9	
1853	4500	26	
9509	4501	14	
2442	4502	1	
983	4503	14	
5271	4504	9	
8928	4505	1	
6172	4506	8	
2817	4507	6	
7661	4508	25	
7016	4509	4	
27	4510	20	
3265	4511	11	
7870	4512	8	
1092	4513	4	
9677	4514	23	
6283	4515	2	
8025	4516	4	
8755	4517	8	
1420	4518	15	
5406	4519	2	
7178	4520	4	
4148	4521	2	
5139	4522	24	
6529	4523	2	
5466	4524	13	
6466	4525	32	
1189	4526	13	
8552	4527	4	
502	4528	11	
9715	4529	3	
8759	4530	4	
9792	4531	19	
2394	4532	10	
2766	4533	7	
3314	4534	34	
5018	4535	10	
3594	4536	16	
69	4537	14	
4767	4538	4	
5932	4539	25	
894	4540	4	
498	4541	11	
8541	4542	6	
8431	4543	5	
9942	4544	8	
4841	4545	22	
7005	4546	14	
4548	4547	22	
4989	4548	7	
1318	4549	11	
2333	4550	17	
9467	4551	2	
3779	4552	13	
1410	4553	26	
5779	4554	14	
2762	4555	15	
9550	4556	16	
4207	4557	8	
352	4558	32	
2714	4559	2	
7425	4560	8	
3608	4561	12	
138	4562	9	
5947	4563	13	
7227	4564	11	
5364	4565	12	
26	4566	5	
3530	4567	7	
8526	4568	8	
4391	4569	3	
1141	4570	35	
6341	4571	36	
1610	4572	13	
295	4573	3	
9412	4574	1	
4926	4575	30	
8331	4576	28	
9115	4577	18	
191	4578	15	
9802	4579	1	
6842	4580	11	
9427	4581	20	
9136	4582	8	
1379	4583	6	
4386	4584	9	
7014	4585	3	
5477	4586	18	
498	4587	12	
2524	4588	8	
5825	4589	8	
822	4590	7	
2126	4591	13	
307	4592	4	
9235	4593	7	
4871	4594	21	
1047	4595	11	
3712	4596	5	
2502	4597	9	
2633	4598	36	
6127	4599	8	
2618	4600	11	
4714	4601	1	
7099	4602	2	
5735	4603	17	
5141	4604	21	
976	4605	16	
9202	4606	14	
2373	4607	33	
570	4608	13	
2854	4609	25	
880	4610	35	
5376	4611	21	
9325	4612	10	
9406	4613	8	
8871	4614	12	
1500	4615	36	
4748	4616	8	
8414	4617	13	
3433	4618	17	
6006	4619	13	
8952	4620	5	
5031	4621	1	
6585	4622	14	
1682	4623	14	
1881	4624	13	
3949	4625	20	
9555	4626	2	
862	4627	22	
7432	4628	10	
4941	4629	13	
4177	4630	9	
1769	4631	3	
4701	4632	17	
6512	4633	35	
5493	4634	4	
5182	4635	4	
7058	4636	17	
5253	4637	15	
1811	4638	13	
9808	4639	30	
8013	4640	30	
7799	4641	8	
198	4642	26	
6241	4643	38	
4131	4644	11	
1960	4645	8	
6638	4646	27	
4024	4647	9	
4649	4648	12	
2190	4649	12	
5283	4650	13	
4722	4651	16	
6017	4652	16	
55	4653	22	
3385	4654	11	
7219	4655	3	
1198	4656	12	
8585	4657	6	
3237	4658	2	
9234	4659	12	
7151	4660	31	
4476	4661	10	
1770	4662	4	
7299	4663	7	
9811	4664	2	
2523	4665	17	
9952	4666	10	
9699	4667	11	
6439	4668	2	
6052	4669	1	
2809	4670	4	
4214	4671	39	
1572	4672	1	
7012	4673	14	
1607	4674	5	
7448	4675	6	
4423	4676	2	
7227	4677	13	
4593	4678	7	
7267	4679	8	
2715	4680	35	
7825	4681	16	
7770	4682	4	
9551	4683	21	
2569	4684	1	
4381	4685	12	
3683	4686	5	
8755	4687	2	
4915	4688	15	
5169	4689	24	
6921	4690	9	
4602	4691	17	
8012	4692	22	
3949	4693	7	
4667	4694	7	
2488	4695	8	
7243	4696	47	
4281	4697	1	
404	4698	1	
7864	4699	4	
9519	4700	8	
6345	4701	5	
8361	4702	1	
8517	4703	13	
4712	4704	10	
9975	4705	20	
6896	4706	15	
7191	4707	3	
6793	4708	11	
1287	4709	11	
3915	4710	22	
3601	4711	17	
8973	4712	3	
7166	4713	11	
3390	4714	16	
2066	4715	17	
7215	4716	18	
3923	4717	8	
4656	4718	20	
9927	4719	11	
422	4720	26	
6407	4721	21	
3955	4722	3	
4296	4723	5	
5787	4724	3	
7985	4725	25	
4276	4726	22	
2706	4727	6	
4443	4728	5	
2121	4729	7	
9945	4730	38	
8660	4731	9	
1613	4732	22	
2886	4733	6	
6578	4734	22	
2689	4735	9	
8163	4736	1	
6435	4737	16	
1180	4738	13	
9949	4739	21	
776	4740	10	
491	4741	5	
643	4742	4	
4118	4743	5	
2665	4744	21	
8810	4745	8	
9903	4746	7	
1466	4747	25	
6439	4748	2	
2502	4749	21	
1136	4750	9	
6856	4751	7	
5257	4752	42	
613	4753	53	
7689	4754	7	
7473	4755	9	
4605	4756	19	
8477	4757	11	
6721	4758	21	
9961	4759	8	
4855	4760	16	
1475	4761	7	
2093	4762	13	
1894	4763	5	
1962	4764	10	
3908	4765	32	
865	4766	5	
4702	4767	9	
7060	4768	13	
5817	4769	24	
7870	4770	17	
7856	4771	15	
8109	4772	10	
4791	4773	23	
4277	4774	31	
7174	4775	27	
6063	4776	3	
3763	4777	16	
4434	4778	10	
4569	4779	8	
7051	4780	1	
31	4781	10	
9339	4782	6	
4484	4783	4	
1932	4784	1	
7012	4785	5	
1037	4786	30	
4700	4787	27	
3218	4788	16	
3135	4789	36	
5709	4790	14	
6484	4791	6	
2742	4792	15	
8129	4793	8	
2152	4794	11	
9817	4795	21	
7398	4796	8	
1007	4797	19	
678	4798	19	
9370	4799	12	
2586	4800	34	
1325	4801	3	
9970	4802	10	
4381	4803	11	
6722	4804	20	
4965	4805	4	
4835	4806	5	
7675	4807	5	
8676	4808	10	
1852	4809	8	
4942	4810	19	
3313	4811	38	
9951	4812	26	
3167	4813	8	
8469	4814	9	
1763	4815	14	
6096	4816	3	
568	4817	11	
6312	4818	15	
2477	4819	11	
6323	4820	14	
5257	4821	3	
8403	4822	5	
5175	4823	14	
3418	4824	4	
9033	4825	19	
4322	4826	4	
9137	4827	2	
2191	4828	11	
6805	4829	17	
3582	4830	13	
